Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,22-226(a),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,16-303(c),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,16-303(h),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,16-112(c),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,16-101(a1),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,5:39:00,MCP,"3rd district, Silver Spring",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,N270 @ MIDDLEBROOK RD,39.17534167,-77.24665333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MITSUBISHI,OUTLANDER,WHITE,Citation,21-405(b),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1753416666667, -77.2466533333333)"
1/1/2018,10:02:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,270 @ 27,39.19979,-77.26500667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUN,SONATA,SILVER,Warning,13-411(d),Transportation Article,No,ASIAN,F,FREDERICK,MD,MD,A - Marked Patrol,"(39.19979, -77.2650066666667)"
1/1/2018,13:05:00,MCP,"3rd district, Silver Spring",PARKING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,GLENVIEW AVE & DOMER AVE,38.99689167,-77.00041667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HOND,4S,BLACK,Warning,21-1003(j),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9968916666667, -77.0004166666667)"
1/1/2018,13:12:00,MCP,"3rd district, Silver Spring",PARKING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,DOMER AVE & GLENVIEW AVE,38.99686333,-77.000135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYT,TK,SILVER,Warning,21-1003(j),Transportation Article,No,HISPANIC,F,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9968633333333, -77.000135)"
1/1/2018,13:16:00,MCP,"3rd district, Silver Spring",PARKING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,DOMER AVE & GREENWOOD AVE,38.996705,-77.00208167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,JEEP,TK,BROWN,Warning,21-1003(j),Transportation Article,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.996705, -77.0020816666667)"
1/1/2018,14:37:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OBSERVATION DRIVE AT SHAKESPEARE BLVD,39.20211667,-77.248905,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,COROLLA,WHITE,Warning,21-201(a1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2021166666667, -77.248905)"
1/1/2018,11:07:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,DARNESTOWN RD / TSCHIFFELY SQUARE RD,39.11383,-77.24372833,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2016,TOYOTA,4RUNNER,GRAY,Warning,13-409(b),Transportation Article,No,BLACK,F,NORTH POTOMAC,MD,NC,A - Marked Patrol,"(39.11383, -77.2437283333333)"
1/1/2018,3:21:00,MCP,Headquarters and Special Operations,"FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",GEORGIA AVE / KAYSON ST,39.070575,-77.06207,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,CRV,BLACK,Warning,22-201.1,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.070575, -77.06207)"
1/1/2018,5:48:00,MCP,Headquarters and Special Operations,DRIVER CHANGING LANES WHEN UNSAFE,N/B I270 / RT 118,39.18031833,-77.25063167,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2009,FORD,FLEX,BLACK,Warning,21-309(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.1803183333333, -77.2506316666667)"
1/1/2018,5:48:00,MCP,Headquarters and Special Operations,WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,N/B I270 / RT 118,39.18031833,-77.25063167,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2009,FORD,FLEX,BLACK,Warning,21-804(a),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.1803183333333, -77.2506316666667)"
1/1/2018,15:34:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,OLD GEORGETOWN/ IS 270,39.03180167,-77.12588,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERC,MARINER,BLUE,Warning,21-202(h1),Transportation Article,No,WHITE,M,CORRALES,NM,NM,A - Marked Patrol,"(39.0318016666667, -77.12588)"
1/1/2018,0:40:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,BELLS MILL RD @ GAINSBOROUGH RD,39.03292333,-77.180895,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,LAND ROVER,RANGER ROVER,BLACK,Warning,21-707(a),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0329233333333, -77.180895)"
1/1/2018,2:43:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,VEIRS MILL RD @ ROCKVILLE PIKE,39.08146333,-77.14501833,No,No,No,No,No,No,No,No,No,No,OK,02 - Automobile,2016,NISSAN,VERSA,GRAY,Warning,21-202(h1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0814633333333, -77.1450183333333)"
1/1/2018,20:22:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,627 UNIVERSITY BLVD E,39.00059833,-76.99573167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,FUSION,MAROON,Warning,13-409(b),Transportation Article,No,BLACK,M,HANOVER,MD,MD,A - Marked Patrol,"(39.0005983333333, -76.9957316666667)"
1/1/2018,20:22:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,627 UNIVERSITY BLVD E,39.00059833,-76.99573167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,FUSION,MAROON,Warning,16-112(c),Transportation Article,No,BLACK,M,HANOVER,MD,MD,A - Marked Patrol,"(39.0005983333333, -76.9957316666667)"
1/1/2018,21:31:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT 355/PARK ROAD,39.08459333,-77.14756667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,Warning,13-411(f),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0845933333333, -77.1475666666667)"
1/1/2018,21:31:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RT 355/PARK ROAD,39.08459333,-77.14756667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,Warning,13-411(d),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0845933333333, -77.1475666666667)"
1/1/2018,21:31:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RT 355/PARK ROAD,39.08459333,-77.14756667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUNDAI,SONATA,GRAY,Warning,13-401(h),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0845933333333, -77.1475666666667)"
1/1/2018,17:13:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MIDCOUNTY HWY @ MONTGOMERY VILLAGE AVE,39.161805,-77.20169833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,PRIUS,SILVER,Warning,21-201(a1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.161805, -77.2016983333333)"
1/1/2018,2:07:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,SHADY GROVE RD/RT 270 RAMP,39.10910167,-77.18863333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HYUNDAI,ELANTRA,SILVER,Warning,21-202(h2),Transportation Article,No,WHITE,M,INDIAN HEAD,MD,MD,A - Marked Patrol,"(39.1091016666667, -77.1886333333333)"
1/1/2018,2:07:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SHADY GROVE RD/RT 270 RAMP,39.10910167,-77.18863333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HYUNDAI,ELANTRA,SILVER,Warning,21-201(a1),Transportation Article,No,WHITE,M,INDIAN HEAD,MD,MD,A - Marked Patrol,"(39.1091016666667, -77.1886333333333)"
1/1/2018,22:24:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,LAYHILL RD / CHESTER MILL,39.117955,-77.03684167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HONDA,ACCORD,WHITE,Warning,21-801.1,Transportation Article,No,ASIAN,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.117955, -77.0368416666667)"
1/1/2018,22:24:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60,LAYHILL RD / CHESTER MILL,39.117955,-77.03684167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HONDA,ACCORD,WHITE,Warning,21-801(a),Transportation Article,No,ASIAN,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.117955, -77.0368416666667)"
1/1/2018,5:55:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,I-270 NB / MONTROSE RD,39.11672,-77.18390167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,MERCEDES,A5 2S,BLACK,Warning,21-801.1,Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.11672, -77.1839016666667)"
1/1/2018,11:32:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE /  HILLCREST,39.15411,-77.06799333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,DIDGE,RAM,WHITE,Warning,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.15411, -77.0679933333333)"
1/1/2018,19:00:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE /  FOREST GLEN,39.01728,-77.04342833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,LEXUS,ES350,WHITE,Warning,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.01728, -77.0434283333333)"
1/1/2018,19:00:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,GEORGIA AVE /  FOREST GLEN,39.01728,-77.04342833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,LEXUS,ES350,WHITE,Warning,13-411(d),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.01728, -77.0434283333333)"
1/1/2018,16:21:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER DRIVING BELOW NORMAL SPEED OF TRAFFIC TO KEEP RIGHT,270 S/B AT 121,39.23428333,-77.28680333,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2000,MITS,4S,WHITE,Warning,21-301(b),Transportation Article,No,WHITE,F,ARECIBO,PR,PR,A - Marked Patrol,"(39.2342833333333, -77.2868033333333)"
1/1/2018,18:35:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GEORGIA AVE @ BEL PRE RD-CONNECTICUT,39.08222833,-77.080045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,ACURA,SUV,GRAY,Warning,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0822283333333, -77.080045)"
1/1/2018,18:35:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ BEL PRE RD-CONNECTICUT,39.08222833,-77.080045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,ACURA,SUV,GRAY,Warning,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0822283333333, -77.080045)"
1/1/2018,18:35:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GEORGIA AVE @ BEL PRE RD-CONNECTICUT,39.08222833,-77.080045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,ACURA,SUV,GRAY,Warning,21-901.1(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0822283333333, -77.080045)"
1/1/2018,18:53:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VEIRS MILL RD @ NEWPORT MILL RD,39.04168667,-77.05861667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEVROLET,BLAZER,RED,Warning,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0416866666667, -77.0586166666667)"
1/1/2018,18:53:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,VEIRS MILL RD @ NEWPORT MILL RD,39.04168667,-77.05861667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHEVROLET,BLAZER,RED,Warning,21-309(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0416866666667, -77.0586166666667)"
1/1/2018,18:03:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE / ROSSMOOR BLV,39.10158833,-77.07735667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,COROLLA,RED,Warning,21-309(b),Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1015883333333, -77.0773566666667)"
1/1/2018,18:03:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GEORGIA AVE / ROSSMOOR BLV,39.10158833,-77.07735667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,COROLLA,RED,Warning,21-901.1(b),Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1015883333333, -77.0773566666667)"
1/1/2018,18:55:00,MCP,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,HOMECREST RD / BEL PRE RD,39.09266667,-77.07147833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,SCION,IA,WHITE,Warning,21-604(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0926666666667, -77.0714783333333)"
1/1/2018,1:01:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA @ GEORGIAN WAY,39.05450833,-77.05029333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,HONDA,CIVIC,BLACK,Warning,21-309(d),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,M - Marked (Off-Duty),"(39.0545083333333, -77.0502933333333)"
1/1/2018,0:28:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD @ GEORGIA AVE,38.99778167,-77.02754167,No,No,No,No,No,Yes,No,No,No,No,DC,02 - Automobile,2007,LEXUS,4D,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9977816666667, -77.0275416666667)"
1/1/2018,21:02:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,RANDOLPH ROAD/BREGMAN,39.07433833,-77.00580667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,CHEVY,IMPALA,BLACK,Warning,21-309(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0743383333333, -77.0058066666667)"
1/1/2018,22:23:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NORTH HIGH / GEORGIA AVE,39.15005167,-77.062725,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,CROWN VIC,GRAY,Warning,21-201(a1),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.1500516666667, -77.062725)"
1/1/2018,22:23:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,NORTH HIGH / GEORGIA AVE,39.15005167,-77.062725,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,CROWN VIC,GRAY,Warning,21-707(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.1500516666667, -77.062725)"
1/1/2018,22:29:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,108 / GEORGIA AVE,39.15635833,-77.07095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUN,SONATA,SILVER,Warning,23-104,Transportation Article,No,ASIAN,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.1563583333333, -77.0709583333333)"
1/1/2018,22:29:00,MCP,"4th district, Wheaton","MOTOR VEH., TRAILER, COMBINATION END VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",108 / GEORGIA AVE,39.15635833,-77.07095833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUN,SONATA,SILVER,Warning,22-204(a),Transportation Article,No,ASIAN,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.1563583333333, -77.0709583333333)"
1/1/2018,20:52:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,UNIVERSITY BLV W / INWOOD AVE,39.03605,-77.03545167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ISU,RODEO,SILVER,Warning,13-401(h),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.03605, -77.0354516666667)"
1/1/2018,20:52:00,MCP,"4th district, Wheaton",ALLOWING VEH. TO BE DRIVEN ON HWY. WITH SUSPENDED REGISTRATION,UNIVERSITY BLV W / INWOOD AVE,39.03605,-77.03545167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ISU,RODEO,SILVER,Warning,13-401(i),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.03605, -77.0354516666667)"
1/1/2018,20:52:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. WITH SUSPENDED REG.,UNIVERSITY BLV W / INWOOD AVE,39.03605,-77.03545167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ISU,RODEO,SILVER,Warning,13-702(a),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.03605, -77.0354516666667)"
1/1/2018,18:59:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,CONNECTICUT AVE/ INDEPENDENCE ST,39.07098333,-77.07659333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,ACURA,SW,"BLUE, DARK",Warning,22-226(a),Transportation Article,No,OTHER,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0709833333333, -77.0765933333333)"
1/1/2018,18:46:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP BEFORE ENTERING HWY. FROM PRIVATE DRIVEWAY,3100 OLNEY SANDY SPRING RD,39.15060167,-77.06175333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISS,XTERRA,GREEN,Warning,21-404(a),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1506016666667, -77.0617533333333)"
1/1/2018,18:46:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,3100 OLNEY SANDY SPRING RD,39.15060167,-77.06175333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISS,XTERRA,GREEN,Warning,22-226(a),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1506016666667, -77.0617533333333)"
1/1/2018,18:58:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,MD 108 / PRINCE PHILIP DR,39.14933667,-77.05732667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,SILVER,Warning,22-226(a),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1493366666667, -77.0573266666667)"
1/1/2018,18:58:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,MD 108 / PRINCE PHILIP DR,39.14933667,-77.05732667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,SILVER,Warning,23-104,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1493366666667, -77.0573266666667)"
1/1/2018,19:13:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE / QUEEN MARY DR,39.14856167,-77.06697,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,CROWN VIC,BLUE,Warning,13-411(f),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1485616666667, -77.06697)"
1/1/2018,19:13:00,MCP,"4th district, Wheaton",PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.,GEORGIA AVE / QUEEN MARY DR,39.14856167,-77.06697,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,CROWN VIC,BLUE,Warning,13-411(e),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1485616666667, -77.06697)"
1/1/2018,15:55:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,LEXINGTON @ UNIVERSITY BLVD,39.01972167,-77.01151333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,SENTRA,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0197216666667, -77.0115133333333)"
1/1/2018,15:55:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LEXINGTON @ UNIVERSITY BLVD,39.01972167,-77.01151333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,SENTRA,BLACK,Warning,13-401(h),Transportation Article,No,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0197216666667, -77.0115133333333)"
